Date,Open,High,Low,Close,Volume,Adj Close
2014-09-02,90.18,91.199997,90.010002,90.940002,4835400,89.279411
2014-08-25,90.949997,91.139999,89.330002,89.879997,3646100,88.238762
2014-08-18,89.660004,90.900002,89.580002,90.489998,4499200,88.837624
2014-08-11,87.07,89.470001,86.779999,89.279999,6104000,87.649719
2014-08-04,86.169998,87.620003,85.230003,86.849998,8342700,85.264091
2014-07-28,86.43,87.300003,85.209999,85.379997,6084200,83.82093
2014-07-21,85.809998,86.959999,85.50,86.230003,4452400,84.655418
2014-07-14,87.459999,87.629997,84.870003,85.809998,6659500,84.24308
2014-07-07,86.610001,87.610001,85.68,86.889999,5641600,85.30336
2014-06-30,85.440002,86.980003,85.07,86.839996,5062400,85.254272
2014-06-23,82.849998,85.389999,82.32,85.300003,8251800,83.742401
2014-06-16,82.639999,84.080002,82.559998,82.82,5930700,81.307678
2014-06-09,84.599998,85.860001,81.800003,82.800003,5308700,81.288048
2014-06-02,84.269997,84.989998,83.309998,84.610001,5106800,83.064995
2014-05-27,83.559998,84.389999,83.25,84.010002,5681000,82.475952
2014-05-19,80.43,83.360001,80.139999,83.32,4977700,81.798553
2014-05-12,82.080002,82.940002,79.209999,80.389999,6136500,78.92205
2014-05-05,80.419998,82.440002,79.800003,81.949997,8581400,80.453568
2014-04-28,78.760002,80.550003,76.879997,80.309998,6553500,78.843513
2014-04-21,79.959999,80.059998,78.160004,78.230003,5586100,76.801498
2014-04-14,77.699997,80.220001,76.309998,79.989998,6487400,78.529358
2014-04-07,80.419998,80.919998,76.809998,77.010002,8491000,75.603775
2014-03-31,79.699997,82.849998,79.660004,80.43,6660300,78.961327
2014-03-24,80.709999,80.93,77.279999,78.989998,7112500,77.547615
2014-03-17,80.50,82.300003,79.760002,80.349998,6577700,78.882782
2014-03-10,82.18,82.43,79.57,80.07,7016900,78.607895
2014-03-03,80.300003,83.650002,78.849998,82.209999,7486600,80.708817
2014-02-24,80.50,81.589996,79.589996,80.809998,6085100,79.334381
2014-02-18,79.50,80.449997,78.800003,80.129997,6790300,78.666801
2014-02-10,75.669998,79.470001,75.57,79.230003,7250700,77.783241
2014-02-03,72.660004,76.730003,69.849998,75.669998,13223700,74.288239
2014-01-27,72.470001,73.629997,71.120003,72.610001,7365400,71.284119
2014-01-21,73.989998,75.43,72.720001,72.720001,6979500,71.392113
2014-01-13,74.900002,75.129997,73.050003,73.980003,6747000,72.629105
2014-01-06,76.529999,76.839996,74.32,75.389999,7296600,74.013359
2013-12-30,74.989998,76.699997,74.889999,76.110001,5633200,74.720207
2013-12-23,72.889999,74.779999,72.660004,74.349998,4242600,72.992348
2013-12-16,69.910004,73.559998,69.830002,72.400002,8160900,71.077957
2013-12-09,71.360001,72.129997,68.800003,69.620003,7529800,68.348724
2013-12-02,70.790001,71.489998,69.32,71.459999,6218400,69.299568
2013-11-25,70.540001,71.690002,69.599998,70.540001,6231900,68.407387
2013-11-18,70.059998,70.330002,69.040001,70.199997,4719700,68.07766
2013-11-11,68.480003,70.169998,67.300003,70.00,6130500,67.883713
2013-11-04,69.410004,69.620003,66.720001,68.580002,8622600,66.506638
2013-10-28,69.349998,69.480003,67.93,69.010002,5090000,66.923645
2013-10-21,67.269997,69.870003,67.160004,69.260002,6245900,67.166084
2013-10-14,65.879997,67.269997,65.779999,67.150002,6933700,65.119873
2013-10-07,64.809998,66.589996,63.099998,66.209999,7527100,64.20829
2013-09-30,64.730003,65.43,63.830002,65.300003,6674600,63.325806
2013-09-23,65.040001,65.480003,64.199997,65.190002,7279600,63.219131
2013-09-16,67.32,67.650002,64.910004,65.010002,13394700,63.044571
2013-09-09,61.599998,67.029999,61.27,66.690002,12345800,64.673782
2013-09-03,61.419998,61.990002,60.52,61.389999,8676700,59.534012
2013-08-26,61.759998,62.110001,60.41,60.830002,6039100,58.990944
2013-08-19,62.150002,62.389999,61.09,61.73,5769100,59.863731
2013-08-12,64.260002,64.43,61.709999,62.169998,7539300,60.290428
2013-08-05,66.50,67.160004,64.120003,64.730003,10510900,62.773037
2013-07-29,64.800003,66.589996,64.099998,66.510002,5921600,64.499222
2013-07-22,65.150002,65.330002,64.110001,64.980003,5238400,63.01548
2013-07-15,67.019997,67.360001,64.760002,65.160004,6591700,63.190041
2013-07-08,64.279999,67.00,64.160004,66.980003,6243500,64.955017
2013-07-01,63.84,64.919998,62.57,63.82,6227400,61.890549
2013-06-24,62.25,64.519997,61.82,63.150002,6885500,61.240807
2013-06-17,64.300003,65.550003,61.82,62.73,8602200,60.8335
2013-06-10,64.910004,64.970001,62.52,63.799999,6348800,61.871151
2013-06-03,63.060001,64.93,62.040001,64.849998,8404000,62.889404
2013-05-28,65.980003,67.110001,63.07,63.080002,9891900,61.17292
2013-05-20,66.580002,66.709999,64.239998,65.489998,7555400,63.510056
2013-05-13,66.959999,67.889999,65.68,66.580002,8085900,64.567108
2013-05-06,65.089996,67.43,64.510002,67.199997,12512100,65.168358
2013-04-29,62.82,64.849998,62.439999,64.800003,7529400,62.840923
2013-04-22,61.59,62.900002,61.150002,61.869999,6724500,59.9995
2013-04-15,60.259998,61.560001,58.84,61.560001,10512000,59.698875
2013-04-08,57.830002,60.73,57.759998,60.549999,8974700,58.719406
2013-04-01,56.889999,57.75,56.150002,57.700001,6969100,55.955574
2013-03-25,57.00,57.110001,55.869999,56.799999,6413700,55.082779
2013-03-18,57.080002,57.189999,55.759998,56.779999,6139400,55.063385
2013-03-11,57.389999,57.82,56.700001,57.580002,7844000,55.839203
2013-03-04,55.16,57.509998,55.00,57.389999,6393800,55.654942
2013-02-25,54.599998,55.369999,53.59,55.330002,7645700,53.657227
2013-02-19,55.580002,55.950001,53.93,54.25,7661800,52.609875
2013-02-11,54.650002,55.619999,54.59,55.610001,9433200,53.928757
2013-02-04,54.16,55.50,53.41,54.66,13220900,53.007481
2013-01-28,54.279999,54.869999,53.529999,54.59,8325500,52.939594
2013-01-22,52.389999,54.869999,52.18,54.380001,10506300,52.735947
2013-01-14,50.400002,52.700001,50.18,52.34,8520600,50.757618
2013-01-07,51.759998,51.759998,50.450001,50.580002,8349000,49.050831
2012-12-31,48.889999,52.34,48.799999,52.189999,9552900,50.612152
2012-12-24,49.919998,50.200001,48.900002,49.150002,5226500,47.664062
2012-12-17,48.720001,51.060001,48.669998,50.00,11427600,48.488365
2012-12-10,49.209999,50.07,48.549999,48.669998,6994600,47.19857
2012-12-03,49.77,50.00,48.560001,49.240002,7217300,47.751343
2012-11-26,48.98,49.939999,47.84,49.66,8276100,47.430294
2012-11-19,47.700001,49.279999,47.450001,49.259998,6523600,47.048252
2012-11-12,47.490002,48.419998,46.959999,47.419998,11128100,45.290867
2012-11-05,50.810001,50.860001,46.529999,47.060001,14228100,44.947033
2012-10-31,51.150002,51.240002,48.799999,49.860001,15104400,47.621315
2012-10-22,51.810001,52.049999,49.52,50.080002,7177200,47.831436
2012-10-15,50.59,52.740002,50.360001,51.900002,6880300,49.569717
2012-10-08,52.369999,52.50,50.200001,50.59,7312300,48.318535
2012-10-01,52.310001,53.150002,51.470001,52.970001,6431700,50.591675
2012-09-24,52.669998,53.400002,51.77,52.279999,6718300,49.932655
2012-09-17,52.32,53.389999,51.77,52.740002,8920700,50.372005
2012-09-10,51.610001,52.75,51.27,52.349998,8380500,49.999512
2012-09-04,49.52,52.00,49.23,51.740002,10681500,49.416904
2012-08-27,49.490002,50.169998,49.290001,49.470001,6961300,47.248825
2012-08-20,50.32,50.59,49.009998,49.560001,6520300,47.334785
2012-08-13,49.529999,50.549999,49.459999,50.459999,6153600,48.194374
2012-08-06,49.970001,50.650002,49.049999,49.650002,10526900,47.420742
2012-07-30,49.950001,50.139999,48.130001,49.77,8784100,47.535355
2012-07-23,47.77,50.540001,47.419998,49.939999,10198800,47.69772
2012-07-16,47.959999,49.919998,47.689999,48.59,9415100,46.408337
2012-07-09,48.060001,48.380001,46.849998,48.189999,7268500,46.026295
2012-07-02,48.619999,48.75,47.700001,48.040001,5932400,45.88303
2012-06-25,47.220001,48.950001,46.549999,48.50,7403700,46.322376
2012-06-18,46.959999,48.00,46.799999,47.470001,10650800,45.338623
2012-06-11,46.349998,47.450001,45.580002,47.09,9344000,44.975685
2012-06-04,44.470001,46.25,44.139999,46.240002,10219300,44.163849
2012-05-29,44.700001,46.099998,44.34,44.400002,12822400,42.406464
2012-05-21,43.810001,44.959999,43.509998,44.50,8474800,42.501972
2012-05-14,45.169998,45.799999,43.619999,43.810001,9140200,41.842957
2012-05-07,43.650002,45.799999,43.09,45.560001,15334300,43.514381
2012-04-30,43.32,44.130001,42.84,42.93,8230800,41.002468
2012-04-23,42.25,43.650002,41.73,43.349998,6108000,41.403606
2012-04-16,42.060001,42.84,41.540001,42.349998,6257700,40.448505
2012-04-09,42.130001,42.27,40.880001,41.849998,7340800,39.970955
2012-04-02,43.59,44.00,42.48,43.080002,7637900,41.145733
2012-03-26,43.939999,44.50,42.299999,43.779999,9827200,41.814301
2012-03-19,43.07,43.869999,42.860001,43.650002,7979500,41.69014
2012-03-12,42.529999,44.080002,42.150002,43.189999,9590600,41.25079
2012-03-05,42.349998,42.77,41.700001,42.240002,8115400,40.343449
2012-02-27,41.700001,42.540001,41.299999,42.360001,8790500,40.458057
2012-02-21,41.799999,41.900002,41.09,41.310001,6068200,39.455204
2012-02-13,41.619999,41.919998,41.080002,41.75,8078100,39.875446
2012-02-06,40.00,41.91,39.959999,41.450001,15406200,39.588917
2012-01-30,38.740002,40.00,38.380001,40.00,10457200,38.204021
2012-01-23,39.380001,39.75,38.57,39.25,8667300,37.487698
2012-01-17,38.689999,39.470001,38.400002,39.310001,8587000,37.545002
2012-01-09,39.740002,40.25,38.02,38.400002,12484900,36.675861
2012-01-03,37.970001,40.150002,37.939999,39.91,12080700,38.118061
2011-12-27,37.610001,37.799999,37.169998,37.50,4905600,35.816269
2011-12-19,35.389999,37.720001,34.509998,37.700001,8929100,36.00729
2011-12-12,36.200001,37.119999,34.990002,35.32,12729900,33.73415
2011-12-05,37.040001,37.369999,35.82,36.560001,8659100,34.341789
2011-11-28,34.27,36.830002,33.759998,36.610001,10680100,34.388752
2011-11-21,35.48,35.630001,33.279999,33.509998,17055500,31.476839
2011-11-14,36.330002,37.00,34.799999,35.630001,19886100,33.468212
2011-11-07,34.860001,37.419998,33.650002,36.700001,12825300,34.473293
2011-10-31,35.720001,35.790001,33.310001,34.759998,9551700,32.650997
2011-10-24,35.240002,36.599998,34.09,36.209999,9370300,34.01302
2011-10-17,33.830002,35.16,33.130001,35.16,9894900,33.02673
2011-10-10,32.360001,34.529999,32.240002,34.470001,11134900,32.378593
2011-10-03,30.030001,32.369999,28.190001,31.700001,15090400,29.776659
2011-09-26,30.059999,31.709999,29.68,30.16,13717800,28.330095
2011-09-19,32.380001,32.880001,29.049999,29.83,15979600,28.020117
2011-09-12,30.690001,33.290001,30.52,32.91,11589500,30.913244
2011-09-06,31.459999,32.68,30.73,31.040001,13124500,29.156704
2011-08-29,32.720001,34.330002,32.41,32.459999,10821800,30.490545
2011-08-22,32.419998,32.830002,31.33,32.400002,16011800,30.434189
2011-08-15,33.43,33.799999,31.82,31.85,18373900,29.917559
2011-08-08,34.060001,34.75,29.60,33.09,41125000,31.082323
2011-08-01,38.73,38.75,34.400002,35.18,15821000,33.045517
2011-07-25,40.25,40.889999,38.50,38.619999,10789600,36.276798
2011-07-18,39.119999,40.970001,38.459999,40.650002,9323900,38.183636
2011-07-11,39.490002,39.84,38.98,39.27,13011300,36.887363
2011-07-05,39.77,40.18,39.200001,39.91,10726100,37.488529
2011-06-27,37.619999,39.860001,37.470001,39.720001,9816000,37.310059
2011-06-20,37.849998,38.889999,37.189999,37.580002,10080800,35.2999
2011-06-13,38.630001,38.860001,37.77,38.040001,10901800,35.731991
2011-06-06,39.18,39.880001,38.419998,38.50,9816400,36.164082
2011-05-31,41.900002,41.990002,39.169998,39.380001,13041500,36.990688
2011-05-23,41.150002,41.669998,40.549999,41.52,8632900,39.000847
2011-05-16,41.259998,41.84,40.68,41.50,10187800,38.982059
2011-05-09,43.32,44.130001,40.939999,41.52,15760300,39.000847
2011-05-02,43.470001,43.790001,42.299999,43.060001,7064700,40.447411
2011-04-25,42.34,43.349998,41.720001,43.099998,6022900,40.484982
2011-04-18,40.970001,42.459999,40.459999,42.27,7285000,39.705341
2011-04-11,41.759998,42.02,40.84,41.52,8163000,39.000847
2011-04-04,42.869999,43.049999,41.400002,41.759998,7802900,39.226284
2011-03-28,43.189999,43.48,42.360001,42.849998,6818300,40.250149
2011-03-21,41.459999,43.240002,40.869999,42.970001,8132600,40.362873
2011-03-14,42.639999,42.68,40.419998,41.23,13000400,38.728443
2011-03-07,43.529999,43.610001,42.16,42.93,8236300,40.325298
2011-02-28,43.02,44.34,42.970001,43.549999,10603100,40.907681
2011-02-22,42.830002,43.290001,41.599998,42.950001,14239800,40.344086
2011-02-14,43.189999,43.900002,42.98,43.560001,9957300,40.917076
2011-02-07,40.799999,44.049999,40.709999,43.41,16793600,40.776176
2011-01-31,39.040001,40.77,38.650002,40.709999,10700400,38.23999
2011-01-24,39.639999,39.950001,38.650002,38.849998,8424500,36.492844
2011-01-18,39.07,39.939999,38.509998,39.740002,9043400,37.328846
2011-01-10,39.009998,39.810001,38.93,39.290001,7430400,36.906151
2011-01-03,37.740002,40.00,37.619999,39.450001,14581100,37.056442
2010-12-27,37.549999,37.84,37.07,37.509998,3828500,35.234146
2010-12-20,37.029999,37.990002,36.84,37.700001,5408200,35.412621
2010-12-13,36.950001,37.50,36.57,37.049999,9101900,34.802055
2010-12-06,37.43,37.98,36.509998,36.66,7013400,34.435719
2010-11-29,36.450001,37.669998,36.02,37.59,12390800,34.927261
2010-11-22,36.880001,37.049999,36.00,36.700001,7768400,34.100307
2010-11-15,37.419998,37.779999,36.700001,37.009998,11576100,34.388344
2010-11-08,37.049999,38.00,35.150002,37.75,19854800,35.075928
2010-11-01,36.209999,37.27,35.759998,37.200001,12649400,34.564888
2010-10-25,35.16,36.52,34.990002,36.130001,12987000,33.570683
2010-10-18,34.830002,35.040001,34.00,34.970001,10615100,32.492855
2010-10-11,34.52,35.200001,33.959999,34.880001,9170200,32.409229
2010-10-04,33.23,34.700001,33.080002,34.509998,11721000,32.065437
2010-09-27,33.599998,33.66,32.68,33.34,11470900,30.978315
2010-09-20,34.560001,34.990002,33.00,33.580002,12099100,31.201317
2010-09-13,34.419998,34.73,33.709999,34.560001,10032200,32.111897
2010-09-07,34.50,34.630001,33.66,34.150002,8364300,31.73094
2010-08-30,32.73,34.700001,31.91,34.669998,9021500,32.2141
2010-08-23,33.23,33.549999,31.549999,32.779999,11536900,30.457983
2010-08-16,33.439999,34.220001,32.709999,33.049999,9164200,30.708857
2010-08-09,34.959999,35.41,33.41,33.68,11611800,31.294231
2010-08-02,34.139999,35.09,34.02,35.00,8952300,32.520729
2010-07-26,34.09,34.799999,33.02,33.689999,8208000,31.303522
2010-07-19,33.09,34.209999,32.630001,34.130001,10440900,31.712357
2010-07-12,33.580002,34.669998,32.919998,33.029999,10083700,30.690273
2010-07-06,31.77,33.799999,31.379999,33.75,12024900,31.359272
2010-06-28,33.560001,33.759998,30.719999,31.379999,15272000,29.157154
2010-06-21,35.50,35.830002,33.119999,33.48,10403200,31.108398
2010-06-14,34.490002,35.349998,33.919998,35.150002,11185700,32.660103
2010-06-07,33.700001,34.259998,32.41,34.240002,13293500,31.814564
2010-06-01,33.060001,35.099998,32.849998,33.689999,18328400,31.303522
2010-05-24,32.560001,34.369999,31.209999,33.419998,19587900,31.052647
2010-05-17,34.220001,34.639999,31.40,32.869999,19561100,30.541607
2010-05-10,34.990002,36.25,33.830002,34.060001,19212000,31.647314
2010-05-03,36.950001,37.98,31.00,33.41,17960900,31.043358
2010-04-26,36.759998,37.490002,35.959999,36.84,10775700,34.230389
2010-04-19,35.799999,36.869999,35.580002,36.790001,10713300,34.183929
2010-04-12,36.139999,36.509998,35.68,35.830002,10422700,33.291935
2010-04-05,35.279999,36.880001,35.060001,36.220001,12749900,33.654308
2010-03-29,35.279999,35.59,34.759998,35.549999,13788700,33.031765
2010-03-22,33.470001,35.599998,33.419998,35.310001,17313300,32.808769
2010-03-15,33.52,33.98,33.360001,33.639999,9868000,31.257065
2010-03-08,32.959999,33.810001,32.779999,33.689999,10981000,31.303522
2010-03-01,31.40,33.220001,31.34,33.220001,15075400,30.866817
2010-02-22,31.35,31.50,30.85,31.24,10832400,29.027071
2010-02-16,30.280001,31.52,30.17,31.23,9909500,29.01778
2010-02-08,29.76,30.43,29.030001,30.07,14883500,27.939951
2010-02-01,29.60,30.870001,28.99,29.540001,12466900,27.447495
2010-01-25,30.219999,30.23,28.709999,29.549999,14021600,27.456785
2010-01-19,30.59,31.42,29.950001,29.98,13206900,27.856325
2010-01-11,31.530001,31.74,30.41,30.60,11732200,28.432407
2010-01-04,32.50,32.75,31.530001,31.879999,10115400,29.621737
2009-12-28,32.240002,32.75,31.799999,32.25,10141900,29.965527
2009-12-21,32.049999,32.50,31.940001,32.290001,6747500,30.002695
2009-12-14,31.92,32.59,31.58,31.950001,13235300,29.686779
2009-12-07,30.93,31.83,30.450001,31.700001,11902600,29.454489
2009-11-30,30.23,31.10,29.950001,30.84,10976600,28.328716
2009-11-23,30.309999,30.76,29.799999,30.35,7959700,27.878618
2009-11-16,30.120001,30.93,29.85,30.01,9652400,27.566303
2009-11-09,28.67,30.530001,28.23,30.440001,17700000,27.961288
2009-11-02,27.379999,29.10,27.01,28.559999,12434200,26.234375
2009-10-26,28.870001,29.469999,27.18,27.370001,12984000,25.141277
2009-10-19,29.40,29.98,28.690001,28.889999,9988500,26.537504
2009-10-12,28.709999,29.52,28.360001,29.40,9342100,27.005974
2009-10-05,27.16,28.99,27.00,28.639999,9119800,26.307861
2009-09-28,27.77,28.440001,26.84,27.209999,13210300,24.994305
2009-09-21,28.120001,28.60,27.530001,27.620001,11430000,25.37092
2009-09-14,28.190001,28.68,27.790001,28.440001,12215400,26.124147
2009-09-08,26.309999,28.42,26.09,28.42,16893500,26.105776
2009-08-31,26.49,26.969999,25.25,25.90,18621600,23.790977
2009-08-24,26.99,27.299999,26.51,26.84,9937400,24.654434
2009-08-17,25.379999,26.860001,24.889999,26.790001,10799200,24.608507
2009-08-10,26.42,26.540001,25.540001,25.860001,9098300,23.754236
2009-08-03,25.52,26.83,24.99,26.690001,12800500,24.516649
2009-07-27,26.549999,26.700001,25.040001,25.120001,14912200,23.074493
2009-07-20,24.98,26.84,24.77,26.58,12282300,24.415606
2009-07-13,22.49,24.99,22.07,24.51,11377500,22.514166
2009-07-06,22.68,23.219999,22.049999,22.41,13022800,20.585167
2009-06-29,23.50,23.93,22.57,22.84,10551000,20.980152
2009-06-22,23.190001,23.73,22.549999,23.43,11181000,21.522108
2009-06-15,24.780001,24.780001,23.360001,23.530001,10590400,21.613966
2009-06-08,24.940001,25.639999,24.52,25.059999,9587100,23.019379
2009-06-01,24.83,25.549999,24.75,24.950001,11035400,22.918337
2009-05-26,23.469999,24.719999,23.379999,24.219999,13702800,22.247778
2009-05-18,23.620001,24.40,22.93,23.700001,11103400,21.770123
2009-05-11,25.110001,25.17,23.27,23.41,15426900,21.503736
2009-05-04,22.01,26.290001,21.84,25.459999,25268400,23.386806
2009-04-27,19.620001,22.57,19.309999,21.940001,24321900,20.153439
2009-04-20,20.00,20.459999,19.00,20.26,14497100,18.610241
2009-04-13,19.60,20.700001,18.799999,20.379999,14458000,18.720469
2009-04-06,19.780001,20.07,19.00,19.879999,12296000,18.261183
2009-03-30,18.120001,20.50,17.540001,20.00,16892100,18.371412
2009-03-23,17.83,19.139999,17.74,18.59,15587900,17.076227
2009-03-16,17.27,18.370001,17.08,17.450001,16342900,16.029057
2009-03-09,15.48,17.639999,15.14,17.129999,17620200,15.735113
2009-03-02,16.48,17.219999,15.32,15.83,18024500,14.540972
2009-02-23,17.709999,18.15,16.42,16.77,15807500,15.404429
2009-02-17,18.07,18.110001,17.129999,17.530001,20802700,16.102543
2009-02-09,19.82,19.82,18.030001,18.52,17796600,17.011927
2009-02-02,20.08,20.790001,18.17,19.450001,29638600,17.866198
2009-01-26,21.08,22.40,20.50,20.68,12679200,18.99604
2009-01-20,21.459999,21.66,19.98,20.610001,17087900,18.93174
2009-01-12,22.299999,22.48,19.950001,21.459999,15341800,19.712524
2009-01-05,23.51,24.83,22.23,22.309999,12027400,20.493309
2008-12-29,22.15,24.030001,21.15,23.92,9331400,21.972208
2008-12-22,22.41,22.530001,21.280001,22.18,7138500,20.373896
2008-12-15,22.93,24.17,22.18,22.43,17877200,20.603539
2008-12-08,23.00,26.10,21.93,22.610001,21311600,20.768881
2008-12-01,22.040001,22.84,20.27,22.77,17899100,20.606968
2008-11-24,21.360001,22.91,20.60,22.52,16463800,20.380716
2008-11-17,20.08,21.129999,18.60,21.120001,24018400,19.11371
2008-11-10,23.90,23.90,19.58,21.08,20349600,19.077509
2008-11-03,25.85,26.24,21.41,23.360001,20660100,21.140921
2008-10-27,22.02,26.469999,21.360001,25.91,17129400,23.448683
2008-10-20,24.959999,26.549999,21.50,22.610001,16602500,20.462168
2008-10-13,23.709999,28.00,22.07,24.75,19696000,22.398878
2008-10-06,28.84,29.030001,21.25,23.040001,30965700,20.85132
2008-09-29,32.200001,32.950001,29.25,29.540001,16711700,26.733852
2008-09-22,33.849998,34.049999,31.629999,32.75,13669600,29.63892
2008-09-15,32.59,34.849998,31.50,34.389999,21380200,31.123127
2008-09-08,31.99,33.450001,31.92,33.259998,14956800,30.10047
2008-09-02,32.740002,33.369999,30.870001,31.360001,10463500,28.380962
2008-08-25,31.969999,32.75,31.40,32.349998,8126700,29.276915
2008-08-18,32.540001,32.599998,31.32,32.200001,9272900,29.141167
2008-08-11,31.969999,33.419998,31.450001,32.50,14166000,29.412668
2008-08-04,30.110001,32.119999,30.049999,32.029999,13056500,28.987314
2008-07-28,31.33,31.77,29.83,30.08,17174900,27.222555
2008-07-21,30.959999,31.52,29.969999,31.10,13868200,28.14566
2008-07-14,29.59,31.290001,28.549999,30.90,16241500,27.964659
2008-07-07,30.00,30.620001,28.799999,29.200001,17590200,26.426151
2008-06-30,31.700001,32.150002,30.40,30.90,13395100,27.964659
2008-06-23,32.130001,32.84,31.43,31.57,17040700,28.571012
2008-06-16,33.77,33.900002,31.940001,31.940001,13490900,28.905865
2008-06-09,33.32,34.00,32.84,33.93,12266000,30.706825
2008-06-02,33.50,34.709999,32.970001,33.009998,14850300,29.874218
2008-05-27,33.310001,34.349998,33.259998,33.599998,12215100,30.408173
2008-05-19,34.790001,34.939999,33.18,33.23,10609000,30.07332
2008-05-12,34.150002,35.02,34.040001,34.91,10839400,31.593729
2008-05-05,33.720001,34.950001,32.790001,34.299999,17697400,31.041676
2008-04-28,32.549999,33.799999,32.209999,33.490002,10372000,30.308624
2008-04-21,31.10,32.450001,31.049999,32.360001,11243600,29.285967
2008-04-14,30.23,31.549999,29.57,31.33,11071100,28.353811
2008-04-07,31.41,31.73,30.15,30.18,12196100,27.313055
2008-03-31,31.040001,32.389999,30.99,31.24,12314900,28.272362
2008-03-24,32.00,32.240002,31.00,31.00,9778700,28.055161
